chapter,comments,likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
212,993,105621,2022-08-16,SymetryIsPerfection,Just like his shirt says if you don’t leave the box your raised in you won’t see the bigger world. Good thing Seojun did or he wouldn’t be who he is. 😁,"Jun 21, 2022",219,0,2022-12-28,2
212,993,105621,2022-08-16,HungByMyHalo,Love it. ❤️ Hopefully this doesn't violate Seojun's contract.,"Jun 21, 2022",168,0,2022-12-28,3
213,1791,99198,2022-08-23,Zinzietoon,Aiight her manager is getting more sus every chapter now 🤨🤨,"Jun 28, 2022",77610,148,2022-12-28,78
213,1791,99198,2022-08-23,Ariel Angel,I am all for her going after her dream but did she forget that Seojuns fame is what caused a rift in their relationship? When she felt he was too busy for her and that he started suffering bc of said fame? I would hope she would see how Suho might just end up feeling how she did. I’m hoping they will be strong through this >.< also the manager is getting more pushy and I don’t like it ,"Jun 28, 2022",44732,96,2022-12-28,44
213,1791,99198,2022-08-23,Cassie Petersen,"I hate the fact that her management keeps trying to pressure her into stuff. It's going to be really interesting to see not just what this does for her career, but what it does to her mentally.  EDIT: A top comment on my first comment ever? Thank you! ","Jun 28, 2022",38725,118,2022-12-28,18
213,1791,99198,2022-08-23,Victoria Nikolich,"The manager is absolutely intending to capitalize on the scandal of Jugyeong's face reveal. and like, what kind of comment is ""your family doesn't know entertainment""??? Heegyeong is in the entertainment industry!!!","Jun 28, 2022",5682,9,2022-12-28,14
213,1791,99198,2022-08-23,Tapmeformana,"""you shouldn't ask your friends and family""🚩🚩🚩🚩🚩","Jun 28, 2022",4441,4,2022-12-28,12
213,1791,99198,2022-08-23,kwerky,"If the producers think they’ll get more views releasing her bare face on the show, there isn’t anything her manager can do to stop that from happening. Have a feeling this is not going to end well for our girl.","Jun 28, 2022",2750,3,2022-12-28,5
213,1791,99198,2022-08-23,Shinigumi,"""Your family doesn't know anything about the entertainment business."" Oh, yeah? Boyfriend was an idol trainee and on reality TV. Boyfriend's sister is a famous makeup artist. Sister is a talent agent. Ex is a big name idol. Close friend is basically her in male form and equally as known. Yeah, they wouldn't know ANYTHING about the entertainment industry. No way... Of course not...","Jun 28, 2022",2619,6,2022-12-28,19
213,1791,99198,2022-08-23,MiiTwo,"Happy for Seojun, worried for Jugyeong, sad for Suho. Time for another emotional roller coaster arc.","Jun 28, 2022",1319,2,2022-12-28,2
213,1791,99198,2022-08-23,Kohaku,her manager is starting to show her true colors. willing to bet ju ju gets her bare face exposed way before she's ready. ,"Jun 28, 2022",965,0,2022-12-28,4
213,1791,99198,2022-08-23,silvamaria118,I bet seojun is gonna be in the house ,"Jun 28, 2022",790,11,2022-12-28,7
213,1791,99198,2022-08-23,Wut Sh,"I used to like the manager, but she be feelin sketchy tho-","Jun 28, 2022",616,2,2022-12-28,0
213,1791,99198,2022-08-23,BriKat,yeah that manager is giving me bad vibes...,"Jun 28, 2022",535,0,2022-12-28,1
213,1791,99198,2022-08-23,michelle0905,Say no to reality tv. You just come off as a c-list star. I bet her sister would’ve told her no.,"Jun 28, 2022",479,2,2022-12-28,5
213,1791,99198,2022-08-23,ashdogloverlee,I am happy that Seojun finally got to debut a song  he wanted to do and he got support along with the joy that came with it. He was going through so much. I’m definitely nervous for next weeks chapter though with this new reality show 😅,"Jun 28, 2022",310,1,2022-12-28,0
213,1791,99198,2022-08-23,MustangQueen16,I knew from the very beginning that something bad is going to happen when Jugyeong accepted the deal to appear in the reality show…what a cliffhanger 😩,"Jun 28, 2022",260,0,2022-12-28,2
214,941,95946,2022-08-30,Michael 14,Prolly that chick with the creepy smile from a few chapters back,"Jul 05, 2022",46778,38,2022-12-28,45
214,941,95946,2022-08-30,Valadilena,Oh look. The stalker Bojeong didn't learn her lesson the first time Jugyeong threatened her. Youd think that psychopath would learn her lesson after she spammed all that hate comments the FIRST TIME and got caught. EDIT: AH MAN WHAT IF ITS THE CHICK FROM EP 141. ,"Jul 05, 2022",30646,44,2022-12-28,9
214,941,95946,2022-08-30,Kohaku,ju ju really lives in bojeongs head rent free. girls gonna slip up and get in serious trouble. ,"Jul 05, 2022",23354,33,2022-12-28,7
214,941,95946,2022-08-30,sad cake scraps,"I know some folks don’t think this webtoon has any character development but having read through it multiple times, I just can’t agree. They all grow and change and if it’s slow, well, so is life. I’m happy to be dropping coins to be here. ","Jul 05, 2022",1665,18,2022-12-28,15
214,941,95946,2022-08-30,Joy McFadden,That show worked out better than I expected. Thought there was gonna be a lot of cattiness but everyone was pretty chill. I also kinda liked the way the dude did the eyeshadow 😐 it was a nice smoky eye in my opinion. ,"Jul 05, 2022",1465,1,2022-12-28,5
214,941,95946,2022-08-30,musicalsammy,I really think Jugyeong should be honest and reveal her natural face. Not for her fans but for the sake of her own mental well-being.,"Jul 05, 2022",1296,2,2022-12-28,15
214,941,95946,2022-08-30,Julietnoromeo,Okay but hear me out…what if it’s her manager sending these emails so she is forced to come out with her natural face 🤔,"Jul 05, 2022",935,5,2022-12-28,18
214,941,95946,2022-08-30,MisplacedDesi,"I understand this is an enormous complex for Ju - that’s totally valid and fair. But realistically, I wish the people in her life would share more realistic angles with her than “don’t worry, no one will ever know!” For example, she will likely become INCREDIBLY relatable to her audience - more so than she already is. 👀","Jul 05, 2022",565,0,2022-12-28,5
214,941,95946,2022-08-30,ChurchOfSuho,"Oh the reality show is over?? lol I thought that would take at least 6 chapters 😂 ... but damn her thinking ""everything is finally perfect"" feels like her bareface reveal is def imminent (I just hope she beats that hater to the punch and reveals it on her own terms!)","Jul 05, 2022",404,0,2022-12-28,1
214,941,95946,2022-08-30,Leah Scholl,I have a feeling it's the producer sending her the email not Bojeong. ,"Jul 05, 2022",306,1,2022-12-28,5
214,941,95946,2022-08-30,Valerie Kang,It’ll be a big fat twist if that’s coming from the producer. ,"Jul 05, 2022",232,0,2022-12-28,1
214,941,95946,2022-08-30,Madeleine Rose Roggenkamp,Glad to see her fame hasn’t gotten in the way of her and Suho’s relationship! 🥰,"Jul 05, 2022",175,3,2022-12-28,2
214,941,95946,2022-08-30,SGT s m o l,"Suho: Talking about his family and telling a story, Jugyeong: wHaT iF tHeY sEe My FaCe?¿? Like c'mon ik you got trauma girl, but you could at least give Suho some attention ","Aug 30, 2022",141,2,2022-12-28,2
214,941,95946,2022-08-30,MustangQueen16,I knew it was to good to be true. Everything comes with a price & Jugyeong is unfortunately going to have to pay for gaining massive popularity thanks to the reality show😔,"Jul 05, 2022",119,0,2022-12-28,0
214,941,95946,2022-08-30,RNME,"thank you creator for the nice long episode. I love how much you covered here. ugh Bojeong.. get a grip chick 🙄😒 I feel like in the American media her bare face being shown will be a testament to her incredible skill. in the korean media it seems to be a super tough crowd... the second your ""perfection"" is tarnished you are tossed aside like garbage. think of that beloved actress who was praised until she was discovered smoking.Jugyeong knows what she is up against. this is my observation. ","Jul 05, 2022",118,1,2022-12-28,3
215,1117,94310,2022-09-06,dragonofepicdarkness,Do you know who you are? Wannabe popstar with an inferiority complex  ,"Jul 12, 2022",49128,36,2022-12-28,35
215,1117,94310,2022-09-06,Zinzietoon,Manager hella sussss,"Jul 12, 2022",38835,152,2022-12-28,40
215,1117,94310,2022-09-06,armytaylor,Jealousy never looks good on anyone. But especially that one girl who is so insignificant I can’t even remember her name. ,"Jul 12, 2022",32230,31,2022-12-28,69
215,1117,94310,2022-09-06,SimplyAdia,"Honestly, I just want to secret to come out so everyone can move on. I have a feeling the manager is going to suggest doing a true face reveal and the makeup techniques that can help people like her. Have Suho in it so no one can accuse her of tricking him. Bam. Done. No more ammo for Booboo the Clown. No more anxiety for Jugyeong. Let's gooooo! ","Jul 12, 2022",2874,3,2022-12-28,22
215,1117,94310,2022-09-06,MusicalMuse67,"Bojeong definitely isn’t going to get the response she wants by continuing to try to expose Jugyeong. Did she forget what happened to her the last time she tried to humiliate her? People already have noticed what a disgusting personality she has, so she’s gonna lose her friends too if she continues.","Jul 12, 2022",1290,0,2022-12-28,12
215,1117,94310,2022-09-06,Chaelinbommie,Manager is sus and ex wannabe famous is back on her bs.,"Jul 12, 2022",578,5,2022-12-28,2
215,1117,94310,2022-09-06,seff1031,I’m so impressed with how you’ve developed the storyline! I’m still hooked 200+ episodes in ,"Jul 12, 2022",611,27,2022-12-28,5
215,1117,94310,2022-09-06,Aries_Gemini,"I'm guessing scandal will push her to 1 million. Hopefully, her face issue will be put to bed so she can stop worrying. ","Jul 12, 2022",485,0,2022-12-28,0
215,1117,94310,2022-09-06,xMsQTPiex,We all need someone like Suho in our lives. ,"Jul 12, 2022",430,0,2022-12-28,3
215,1117,94310,2022-09-06,Joy McFadden,I’m so worried about the manager at this point. I stand by my opinion that she should come out but not cause anyone forces her too. Especially cause she is like that medal could be ours. What does the manager get if she hits 1 million subscribers?,"Jul 12, 2022",336,0,2022-12-28,4
215,1117,94310,2022-09-06,AllieBumbleBeeBih,"Ik the manager seems super iffy and pushy, and I’m not saying I don’t agree, but Jugyeong would have a much easier time dealing with the fame and her natural face if she took some time to work on her insecurities, maybe see a therapist, learn to love herself, and reveal her face to the world ","Jul 12, 2022",193,0,2022-12-28,0
215,1117,94310,2022-09-06,Otemori,I really like this comic and I've been reading it for years...but for quite some time it's felt like the episodes don't advance the storyline or characters very much. I'd love to see some real plot development. Or...is this comic just meant to be kinda a serial thing now? If thats the intentional direction I have no problem with it. Just confused about what I'm paying my coins for. 🤷‍♀️,"Jul 12, 2022",161,3,2022-12-28,9
215,1117,94310,2022-09-06,Calvin Pires Cabral,The manager is super shady! I can feel the drama and misunderstandings coming our way!,"Jul 12, 2022",152,2,2022-12-28,1
215,1117,94310,2022-09-06,smrithi..m,"""do you know who barbie joo rly is?"" yea someone u could never be 😌💅","Aug 30, 2022",122,0,2022-12-28,1
215,1117,94310,2022-09-06,Sandra B,If I was her and needed to reveal the truth I would frame it from the standpoint of being bullied from middle school and how learning makeup changed her life for the better. It’s really gonna have to be about how she frames herself for sympathy instead of having people feel like they were being deceived. We all know how vicious the media can be.,"Aug 31, 2022",98,0,2022-12-28,4
216,1379,92424,2022-09-13,armytaylor,Manager is about to take Bobo the clown outtttt. I hope that if Jugyeong’s face is revealed that everyone still supports her. ❤️,"Jul 19, 2022",36882,35,2022-12-28,23
216,1379,92424,2022-09-13,Colossia,"Bojeong is going to be the one to feel the wrath of the internet once it's revealed it is her. Jugyeong, you have nothing to worry about since your true fans will never leave. I hope jugyeong uses this opportunity to make a foundation or something to help prevent bullying. As a victim myself, I know how hard it can be to keep going on with your life without having those insults being an inner voice for you. You got this Jugyeong!!!!!","Jul 19, 2022",24193,46,2022-12-28,15
216,1379,92424,2022-09-13,Valadilena,Watch Bojeong is gonna get confronted and then play the victim ...🙄😑,"Jul 19, 2022",22557,27,2022-12-28,19
216,1379,92424,2022-09-13,Zinzietoon,"I know i said manager was sus to always push Jugyeong to reveal her bare face, but with what Bojeong did and will probably do (e.g. tell the public Jugyeon did plastic surgery which isnt true), if Jugyeong reveals her bare face to the public now, it will backfire on Bojeong and will definitely sky-rocket Jugyeong’s popularity as makeup influencer instead. ","Jul 19, 2022",2494,1,2022-12-28,10
216,1379,92424,2022-09-13,Leah P,"Nothing left to lose?? Bitch wait until you're sued for every cent you have left and can't afford your gaudy, unflattering makeup and pay for the meals you get for your shitty friends, or pay for food at all or your bills. Good luck getting work when no one will want to work with an angry, belligerent, contract breaking bully who can't even curate and expand the pathetic following she already has. Best part of this, this might actually make Jugyeong more successful down the line. ","Jul 19, 2022",1592,4,2022-12-28,6
216,1379,92424,2022-09-13,sou1.stice,Jugyeong should just do an interview talking about how she was bullied as a kid and turned over her life by finding her passion in cosmetics and beauty … if she beats bojeong to the punch then it’ll look better for her,"Jul 19, 2022",1446,0,2022-12-28,4
216,1379,92424,2022-09-13,tali_lol,I’d love for a collab video: Barbie Joo and Mr. H Get Unready With Me and they both have a candid moment with their audience,"Jul 19, 2022",956,0,2022-12-28,6
216,1379,92424,2022-09-13,AwesomeAbby1,"While I’m rooting for our girl, why do I feel like the producer might take vengeance on Bojeong in the wrong direction??","Jul 19, 2022",626,5,2022-12-28,0
216,1379,92424,2022-09-13,PinkishM0chi,"I’m sorry I’m not done with the episode yet but why tf does Bojeong gotta be so petty?? Why the hell does she have the need to ruin Jugyeong’s life? Like before you try to ruin a life get your own god damn life, cause sis you really are in desperate need of one.","Jul 19, 2022",455,3,2022-12-28,7
216,1379,92424,2022-09-13,Kyttii666,So even tho she got threatened with legal action for trying to defame Jugyeong she’s back at it again? I hope they track her IP address and get for real this time ,"Jul 19, 2022",319,0,2022-12-28,2
216,1379,92424,2022-09-13,AmberLightrunner,"I really want her to have an ""all hope is lost, so I might as well show my face so I can lose all this fame and finally go back to normal"" moment, then have THAT shoot her to one million subscribers, and get her a pro makeup career, because now people see how good she is. ","Jul 19, 2022",293,0,2022-12-28,1
216,1379,92424,2022-09-13,Chaelinbommie,I hope once it’s revealed who did all this that Jugyeong explains how she was bullied by the thot.,"Jul 19, 2022",266,0,2022-12-28,0
216,1379,92424,2022-09-13,AmberQuartz,Jugyeong about to pull a Power of Makeup moment ,"Jul 19, 2022",241,0,2022-12-28,0
216,1379,92424,2022-09-13,MustangQueen16,Bejeong just want to ruin Jugyeong’s career & potentially her entire life because she is jealous that the girl she used to bully in high school is more successful then her.  I hope that Jugyeong’s followers care about her amazing makeup videos regardless of how she looks. Beauty is only skin deep!,"Jul 19, 2022",200,0,2022-12-28,3
216,1379,92424,2022-09-13,blavkk3lly,"What's so sad about this is that people really are like Bojeong in real life, can't stand someone successful, the only way to feel good about themselves is to bring them down. That is just gutter behavior in my opinion. I mean, why not work on yourself and get better? What do you stand to gain by bringing other people down? That asides, I hope Jugyeong stays strong and sees this through to the very end. #Don't quit, give them hell!","Jul 19, 2022",161,0,2022-12-28,7
217,1343,94689,2022-09-20,RoseQuartzz,"I was waiting to see what her suspicious producer would do to her, but I didn’t think it would be this! ","Jul 26, 2022",43328,60,2022-12-28,20
217,1343,94689,2022-09-20,Dtotheara,I can’t wait to see this arch come to completion. Go show them how much you’ve grown and how strong you are Jugyeong!,"Jul 26, 2022",29539,71,2022-12-28,8
217,1343,94689,2022-09-20,heartofgems,It was sucky of the manager to tip them off without her permission,"Jul 26, 2022",28234,121,2022-12-28,25
217,1343,94689,2022-09-20,ninjaknitter,"I hate that Jugyeong's power was completely stolen from her in this situation. Her producer should have allowed her to come to her when she was ready to release her ""Power of Makeup"" video on her own time. Instead she's manufacturing drama for sensationalism. All it's doing is confirming all of Jugyeong's fears while throwing Jjoa under the bus. ","Jul 26, 2022",4330,9,2022-12-28,9
217,1343,94689,2022-09-20,Toxic.crypt.witch,Anyone notice the manager and the video sack face have the same kind of shirt on??,"Jul 26, 2022",2777,7,2022-12-28,12
217,1343,94689,2022-09-20,Derpsonhooves,"It would be cool if Suho, Seojun, and Mr. H, all made a video telling people to back off.","Jul 26, 2022",2470,15,2022-12-28,12
217,1343,94689,2022-09-20,lilbabyball,"This…. Is genius. I’ve been so invested in the barbie vs jjoa fight, whole time producer lee’s been plotting the ultimate revenge!!! Absolutely horrible that she leaked Barbie’s face without consent, but still brilliant. Not only does this take away the pressure of jugyeongs fear of bare-facing the public, it absolutely destroys jjoa. ","Jul 26, 2022",1963,10,2022-12-28,13
217,1343,94689,2022-09-20,likeajigsaw,"Wait I’m confused. Did her manager spill the beans about Jugyeong without makeup, or just about Jjoa bullying her? ","Jul 26, 2022",1105,3,2022-12-28,11
217,1343,94689,2022-09-20,Valadilena,"Why do I have a feeling the manager is gonna be like ""I DID IT SO YOU COULD REACH A MILLION SUBS. I DID IT FOR YOU"" and Jugyeong is gonna be like ""This isn't why i made a YouToob account, and you did this for YOURSELF. You never cared about me, just my subscriber count so the company can get a paycheck"" And Jugyeong is gonna have one hell of an identity crisis, and ghost....I'm probably wrong. lmao","Jul 26, 2022",947,4,2022-12-28,7
217,1343,94689,2022-09-20,Lila Kooks,"Producer Lee revealed Jugyeong’s face so Bojeong wouldn’t be able to ruin Jugyeong out of pettiness, jealousy, and spite.  Then, revealing Bojeong being a bully was so that Bojeong can’t bully anyone ever again.  Bojeong ruined her own life, so Miss Lee doesn’t feel guilty for taking away any power or leverage Bojeong had over Jugyeong.  But the actions she took might cost her job, and her own future.   Looking forward to seeing what happens next week.","Jul 26, 2022",747,3,2022-12-28,6
217,1343,94689,2022-09-20,ghendy01,I think we were all waiting to see what kind of person the manager was. But damn I didn’t expect all of that in one chapter 😳,"Jul 26, 2022",465,0,2022-12-28,1
217,1343,94689,2022-09-20,🐼 Callista,I'm really not that surprised. The producer kept getting upset that she was turning down big jobs because she was afraid of showing her bare face. The producer probably gets a bonus if Barbie hits 1 million and since she wasn't trying that hard.... producer figured if she got that out of the way it might help her that million subscribers because of all the gossip. We all knew she was sus from a while back.,"Jul 26, 2022",428,1,2022-12-28,2
217,1343,94689,2022-09-20,Br3motional,Where's Seojun!? He better come out and announce they dated and he liked her bare face so they can all get over themselves 😂,"Jul 26, 2022",341,4,2022-12-28,3
217,1343,94689,2022-09-20,MustangQueen16,It ended up being the person that Jugyeong trust the most in terms of her professional career that ended up betraying her 😭😭 She should have keep a close eye on her management staff 😭,"Jul 26, 2022",265,2,2022-12-28,0
217,1343,94689,2022-09-20,SymetryIsPerfection,And the only reason she didn’t tell the world is because she thought they’d react exactly like this 🤦🏽‍♀️ 😂 ,"Jul 26, 2022",234,1,2022-12-28,0
218,1643,94913,2022-09-27,Zinzietoon,"Told y’all manager sussss!Also, her ass better have told Suho where she’s going 😤😤 ","Aug 02, 2022",45502,112,2022-12-28,29
218,1643,94913,2022-09-27,Macquia,"Please, please tell me this is when she finally accepts herself. It’s terrifying to see what Lee was really like under the surface. I hope Jugyeong now sees that appearances say nothing about the person inside. Self-love was never about going to extremes to hide herself. Investing in therapy & skincare (not just topical) would have been enough. I think she’ll do some self-reflecting and come back stronger and better!","Aug 02, 2022",32302,78,2022-12-28,27
218,1643,94913,2022-09-27,Michael 14,Her producers a d1ck 😡,"Aug 02, 2022",25441,153,2022-12-28,31
218,1643,94913,2022-09-27,Luca Nyx,"that dream sequence was so important for Jugyeong tho. It's essentially her inner child that she has to accept wholeheartedly in order to move forward. The ""bareface"" her is the broken traumatized part of her that she has chosen to neglect and repress that is now screaming to be acknowledged and heard. I hope she's actually going to take the time to listen to the inner voice, find peace, and reconnect that disconnect.","Aug 02, 2022",3843,4,2022-12-28,10
218,1643,94913,2022-09-27,カサス サラ,"ugh, I hate that they made Producer Lee a villain. I really wanted Her to be the one producer in Jugyeongs corner ","Aug 02, 2022",2618,22,2022-12-28,20
218,1643,94913,2022-09-27,SimplyAdia,The manager's 180 doesn't feel real. Like she's a different person now. I do agree that Jugyeong and her team should have been the ones to control the reveal. The manager is right that Boo Boo was going to keep threatening until she finally released it. I also find it funny that South Korean culture is so obsessed with beauty products and plastic surgery that they would be putt off from someone using makeup to fit the culture. I watch makeup videos from S Korea and the difference is shocking ,"Aug 02, 2022",1660,10,2022-12-28,21
218,1643,94913,2022-09-27,cuzzies 4eva,"We were right that manager was a psycho. I’m glad Jugyeong stood up for herself. She is a human, not a product. Even though it’s emotionally hard I’m proud of her growth.","Aug 02, 2022",1360,24,2022-12-28,4
218,1643,94913,2022-09-27,Airee_Adnee,"Ok. So the arc can go several ways. She could either: reinvent herself alone (or with Suho’s help) OR she could almost become another Seyeon, with either Suho or Seojun just barely reaching her in the nick of time. Either way, though, I think this story is about to reach an end. It’s pretty much over once she feels confident enough to reveal herself to the world. ","Aug 02, 2022",887,2,2022-12-28,9
218,1643,94913,2022-09-27,clare_03,"I honestly don’t think jugyeong is ugly without makeup, she just needs to go to a dermatologist and stop over plucking her brows so much. As someone who used to have really severe acne, after going to a dermatologist and getting my skin cleared up I finally had the confidence to be in public without makeup, I think jugyeong might feel the same, cuz again, she’s literally not ugly, everyone’s being hella dramatic about her face","Aug 02, 2022",845,21,2022-12-28,17
218,1643,94913,2022-09-27,Speeddemon266,I hope she ran away for an extended vacation with suho.,"Aug 02, 2022",396,5,2022-12-28,1
218,1643,94913,2022-09-27,Joy McFadden,"That is honestly why I never wanted to be famous. Sure it may look amazing with the money and perks and all that but it’s like she said “I’m not a product. I’m a real person with feelings.” When you’re famous, that disappears so quickly. Look what happened to Seojun! I truly hope that she can take this time to find out the truth of who she is, like his physical breakdown did for Seojun","Aug 02, 2022",320,2,2022-12-28,2
218,1643,94913,2022-09-27,Alessandra West,I can’t believe it…. At first I thought the bully(I forget her name🤷🏾‍♀️) was pulling another fast one but it turns out that it was the producer who was the mastermind all along. Treating her like a product than an actual person….what a jerk!🤬🤬,"Aug 02, 2022",303,11,2022-12-28,0
218,1643,94913,2022-09-27,Mariana Miranda,"Wait, does the dream start with Jjoa and the producer  or did it start only after she was running away and then somehow got home, went to sleep, and started dreaming? Either way that was a powerful episode and if it was real her producer really was fake af. ","Aug 02, 2022",238,1,2022-12-28,6
218,1643,94913,2022-09-27,Simonne LeShea,It’s always the character with glasses 😅 I just hope this is where she really learns self love. It’s hard but it’s the greatest once you have it,"Aug 02, 2022",201,4,2022-12-28,1
218,1643,94913,2022-09-27,piratealice,"Her producer's ideas were in the right place, but she went about it all wrong. Even how she was trying to explain it was completely wrong. Barbie could really help others and get loyal viewers and make a difference by showing her full transformation. Through that, she might learn to truly love herself.","Aug 02, 2022",188,0,2022-12-28,3
219,1064,94596,2022-10-04,Calvin Pires Cabral,I hope grandma helps in picking herself up! ,"Aug 09, 2022",40522,26,2022-12-28,6
219,1064,94596,2022-10-04,OhmyKay,If only I could hug and tell her how influential she is the those who are also learning make up from her videos. Ughhh Im at least glad shes with grandma ,"Aug 09, 2022",24868,33,2022-12-28,4
219,1064,94596,2022-10-04,Nutella_Skin,"I feel bad for her (and anyone who’s in her situation in real life)… she needs to take a break . I hope she understands that she’s not ugly, those haters are !!! They like to put others down so they can feel better with their face (which isn’t great). Anyway, I hope she comes back with a lot of confidence so she can go sue some ass*s 😃😃😃 hiiiihiiiI’m the first here❤️❤️❤️ finally 🥹","Aug 09, 2022",20365,41,2022-12-28,13
219,1064,94596,2022-10-04,MustangQueen16,Seungho’s grandma mistook Jugyeong for her grandson because of their similar appearance😂,"Aug 09, 2022",3180,1,2022-12-28,5
219,1064,94596,2022-10-04,MustangQueen16,Suho has been the only person to love Jugyeong for who she is on the inside regardless of how she looks and that is something that unfortunately her own family couldn’t do. Once she started dating Suho and doing what she loved she gained more confidence in herself & now all of that confidence is crumbling 😭,"Aug 09, 2022",1861,14,2022-12-28,13
219,1064,94596,2022-10-04,Zinzietoon,"People on Jugyeong, before putting on makeup: *bullies her for being “ugly” and not covering her face with makeup* People on Jugyeong, after putting on makeup: *also bullies her for putting on makeup and looking good in it*                                  You really cant win with these people huh?","Aug 09, 2022",1622,1,2022-12-28,8
219,1064,94596,2022-10-04,JustGlasses 😎,"I need everyone close to Jugyeong to start posting videos of how awesome she is and how grateful they are for her in their lives. Beauty influencers show their bare faces, Suho’s boss and daughter talking about what she did for her burns at the wedding, Seojun revealing they dated and he loves her makeup or not, I need the whole squad to rally up around Jugyeong!! ✊🏼","Aug 09, 2022",990,1,2022-12-28,6
219,1064,94596,2022-10-04,Requia,"I know this is about her having no esteem, and I do feel sad for her and all she went through growing up. I hate how often it's just forgotten that Seojun also accepted her looks and saw her as beautiful the was she is. ","Aug 09, 2022",706,4,2022-12-28,6
219,1064,94596,2022-10-04,Samolina,OH THANK GOD ITS GRAMMA ,"Aug 09, 2022",521,0,2022-12-28,1
219,1064,94596,2022-10-04,SymetryIsPerfection,What about Seojun?! He accepted her looks too. 🥲,"Aug 09, 2022",472,1,2022-12-28,10
219,1064,94596,2022-10-04,KatiiBug,That producer should be terminated for recklessly endangering her client.  She had no right to reveal her face without her consent. ,"Aug 10, 2022",327,0,2022-12-28,3
219,1064,94596,2022-10-04,jessypoo15,That's a twist. Hopefully she can finally find a little peace and confidence from a wise woman.,"Aug 09, 2022",321,0,2022-12-28,0
219,1064,94596,2022-10-04,Steven Galloway,"🤔 I think ""True Beauty"" should work BOTH ways, not just on Jugyeong's part, but from her so-called ""fan's"" part. If her ""fans"" can't accept Jugyeong for who she is, then they were never really her ""fans"" to begin with, were they? What cruel people they are.... 😠 ","Aug 09, 2022",319,1,2022-12-28,3
219,1064,94596,2022-10-04,JadeSilver29,"I know we’re all sick of her reverting back to her old ways but I think that’s what makes this story more realistic. She’s so traumatized and it’s taking her forever to get over this stuff but that’s totally normal and valid, and yea sometimes I hate her for it 😂 but she’s her own person with her own flaws and I hope we can see her finally overcome them!!!","Sep 20, 2022",266,3,2022-12-28,4
219,1064,94596,2022-10-04,piratealice,"I don't get why people think that wearing make-up to gain confidence enough to feel beautiful, is lying. Her make-up face and her bare face are both her. It's not like she is wearing someone else's face. So what if she is ""transformed"" with make-up don't they realize every celebrity makes the same transformation when in front of a camera or up on stage? If they saw their favorite actor, singer, etc without make-up, they wouldn't recognize them. ","Aug 09, 2022",211,0,2022-12-28,10
220,843,96373,2022-10-11,Kim_Chi_,The true beauties are all these elderly people being kind to her and taking her in😭,"Aug 16, 2022",55781,45,2022-12-28,21
220,843,96373,2022-10-11,ProtoValignatir,The look when she sees all those messages from those who love and support her.,"Aug 16, 2022",35236,51,2022-12-28,8
220,843,96373,2022-10-11,Jade1596,I think Barbie should keep off social media pursue her passion and work on her mental health. 😌,"Aug 16, 2022",30630,88,2022-12-28,23
220,843,96373,2022-10-11,PinkishM0chi,This was such a sweet and wholesome episode! I’m so glad those ladies helped her cheer up! It’s true that you’re only young once and you should definitely enjoy your youth while you can! ,"Aug 16, 2022",2645,5,2022-12-28,1
220,843,96373,2022-10-11,Zinzietoon,Pretty sure she started a trend where people reveal their bare faces and embracing it ✨ Jugyeong deserves the world!,"Aug 16, 2022",1862,3,2022-12-28,3
220,843,96373,2022-10-11,Savvyness,"I'm only 31 but I'm starting to get wrinkles now and starting to see changes in how I look. What these old ladies say is so true. If there's anything I would say to my younger self I would tell her how beautiful she is. Just the way she is. You don't have to lose weight or try to be perfect. next thing you know, your 20s are over and you'll see all the things you didn't do because you doubted yourself or were self conscious. Enjoy your life!","Aug 16, 2022",1298,0,2022-12-28,13
220,843,96373,2022-10-11,Ilean.bios,Mister H is going to reveal his bare face! I can feel it ,"Aug 16, 2022",1154,0,2022-12-28,6
220,843,96373,2022-10-11,StarLord7856,"I really love and appreciate all the effort the author put into drawing Jugyeong’s natural face with all her different expressions this episode! And I loved the scene with her looking at her reflection in the bus and smiling, such an important and empowering moment for her!! I feel that when she has her bare face it’s not drawn with a lot of expression and we never see her eyes, only with makeup do we get to see so much expression, but the expressions shown in this episode hit the spot 🥰","Aug 16, 2022",604,0,2022-12-28,1
220,843,96373,2022-10-11,Fdjska,"Remember: you are loved, you matter, you are beautiful, you will persevere through this, you are a bad bitch!!!","Aug 16, 2022",463,0,2022-12-28,3
220,843,96373,2022-10-11,Mary Pagan Velez,I feel like the majority of her acne is stress induced ,"Aug 16, 2022",439,5,2022-12-28,3
220,843,96373,2022-10-11,Sweet G!rl,"I didn’t know I needed this episode’s message today for my own sake. Thank you, True Beauty. 🥲","Aug 16, 2022",345,0,2022-12-28,0
220,843,96373,2022-10-11,Shayla Miller,Is it just me or does this feel like the beginning to the end of this story. Where she can finally accept herself and be able to go through the rest of her life not always worrying about what everyone else thinks. ,"Aug 16, 2022",312,0,2022-12-28,8
220,843,96373,2022-10-11,Jalala2k,Those old ladies remind me of my grandma…old people are so sweet. 🥺,"Aug 16, 2022",194,0,2022-12-28,4
220,843,96373,2022-10-11,Marie Camacho,I'm so glad spending time with Seungho's grandma and friends is aiding in her healing 💕,"Aug 16, 2022",153,0,2022-12-28,0
