site,season,season_chapter,overall_chapter,upvotes,downvotes,reply_count,comment_text,date
naver,3,105,522,2017,118,39,"동일인 아닌거같음. 도저히 말이 안됨. 세계관이 커져서 연출에 한계가 온거, 파워밸런스 붕괴등은 다른 작품들에도 충분히 있을 수 있는 문제인데,  작품 결이 이렇게 달라지는 경우는 본적이 없음.  시즌1때 쿼츠랑 술래잡기 하던 거는 지금봐도 재밌는데,,, 이건모 헌터헌터랑 마법천자문 수준으로 다르니,,,,","Dec 19, 2021"
naver,3,105,522,1727,185,35,ㅋㅋㅋㅋ작품이 폭망해서 여론은 더 폭망한걸 이제 인지했으니 결국 본작 내용이 기형아가 되버림 누가봐도 감옥 컨트롤러잖아! 슈우우우웅! 철컥! 이런 빠른 전개가! ㅋㅋㅋ장난침? 근 10년이 되어가는 작품속에 주독자층 나이가 몇살이나 될거 같음? 농담 아니고 7살짜리 동화책도 이러지는 않아 감당 못하면 걍 다 박살나는거임 진짜 개박살 내가 볼때 신의탑 최선은 지금 당장 부족함을 알고 즉시 연중하는게 답임 그러고 과감히 수정하고 정리하고 단단히 재정비해 오는게 작품 기형으로 안만들고 다시 최선의 신의탑으로 돌아갈 수 있음 이딴식이면 앞으로 던져버린 모든 쩌리는 누가봐도 진행! 했다! 성공이야! 이런 3컷논리 되버림 느리던 빠르던 작가가 정한거지만 더 멋있고 맛있게 살려야지 에라 몰라 걍 후다닥빼! 너내가 이케 하라매! 이런 책임 떠넘기기는 하지 말았으면 좋겠다 이딴 무성의 작위적인 모습은 그냥 기만임 너내 찡찡대서 이런다라는 기만,"Dec 19, 2021"
naver,3,105,522,1437,147,25,이작가 지금 둥지끝내고 뭐할지 생각은 해놨을까?유리누나는 어디로가서 어디에 갇혀있고 라헬은 구스트앙이랑 어디갔으며 뭐어떻게됐는지 자왕난은 어디로갔는지 전부스토리는 짜놓으신거죠?  애초에 엔도르시는 어디갔나요ㅋㅋㅋ 호크니랑 카이저 쿤 라크 하츠 이수는 전장에서 피흘리며 싸우고있는데 얘네는 어디갔는지 도망간건가 실종신고해야할삘  아니 승탑시험 치루로간거면 다같이가던가 선별인원들이 전장에남아서 뭘할수있음?  이렇게 무리수 두다가 화이트힘 억지로나눠먹는다는 억지전개가 나왔지,"Dec 19, 2021"
naver,3,105,522,1366,64,19,"난 이제 잘 모르겠다. 정주행 10번은 할 정도로 신의 탑 좋아했는데. 주변에도 최고의 웹툰 중 하나라고 계속 권유하고. 근데 지금은 솔직히 정으로 보고 있음. 어디가 어떻게 잘못됐다 말하는 것까진 주제 넘은 참견이라고 생각하는데, 정말 이 작품 사랑했던 사람으로서, 개인적인 감상평을 말하자면... 작품에 긴장감도 매력도 없음.","Dec 19, 2021"
naver,3,105,522,1188,61,11,진지해야할 스토리는 웃기지 않는 유머로 가득하고 스토리의 진행 없이 심각하게 광활한 각개전투  이제 너무 많아서 기억도 안나는 캐릭들  개연성 없는 캣타워와 게임놀이  그 옛날의 신의탑은 어디간걸까... 동일인인가 싶은 정도의 퀄리티 차이다,"Dec 19, 2021"
naver,3,105,522,1173,64,15,독자들이 폭발한이유 : 만화에 무게있는 랭커가아닌 잼민이가나와서,"Dec 19, 2021"
naver,3,105,522,1029,27,11,죄수들이 무기를  다들고있네,"Jan 23, 2022"
naver,3,105,522,934,22,13,어... 에반켈 번뜩 지 입으로 소리낸겨..? 말풍선에 왜 저게 들어가 있어,"Jan 23, 2022"
naver,3,105,522,930,162,10,오늘 작화랑 대화 수준이 지금까지 봤던 신의탑 중에서 제일 별로인것 같은데 최저점이야 최저점 ,"Jan 23, 2022"
naver,3,106,523,5459,387,95,월요일의 전설 흰수염같은 신의탑이 진심 4등이 말이되나... 노블레스도 결말시점엔 4등이었는데 뭔가 오마쥬같은느낌이 강하게드네 슬프다,"Dec 26, 2021"
naver,3,106,523,4669,367,47,나는 다른건 다 견딜수있는데 개그와 대사수준이 정말 하자가있는것같아서 아쉽습니다 솔직히 신의탑 중반부 정주행해보셨나요 작가님 대사레벨이 언빌리버블입니다 그에 비해 지금은뭐 안습할지경이죠 독자들의 태반이 이리말하고있습니다 조금만 신경써주세요,"Dec 26, 2021"
naver,3,106,523,3493,419,25,신의탑=개콘 1. 일요일 마지막을 장식함 2. 사람들이 오랜시간 재밌다고 좋아함 3. 시간이 지남에 따라 본연의 재미가 사라지기 시작함 4. 빠는 사람들이 하나둘씩 사라짐 5. 결국 방종ㅋ ,"Dec 26, 2021"
naver,3,106,523,2649,128,53,대포 합성 진짜 한숨나오네.......3부에서 작가 교체 당함???,"Dec 26, 2021"
naver,3,106,523,2140,83,20,하진성도못뚫은 단단함은 수증기로 뚫는거규나..,"Dec 26, 2021"
naver,3,106,523,2009,171,76,"일단 지금에서 대충 알아보는 실종된 과거 인기주요캐릭들 하유리 자하드 라헬 에반 에드록 엔도르시 자하드 아낙 자하드 자 왕난 강 호량 여미생, 고생 파라큘  이수나 하츠같은애들은 있는데 얘네들 다실종됨ㅋㅋㅋ 계획은 다짜두신거죠?  뭐 요새들어 거미녀등등 새로운캐릭터들 등장많이시키시던데 얘네들은 어디로갔길래 활용할생각도 안하시는건가요","Dec 26, 2021"
naver,3,106,523,1598,94,30,라헬어디갔어요ㅜㅜ 옛날 라헬같으면 이 긴박한전쟁속에도 어떠한 발암을 일으켜서 우리독자들 가슴을 둑흔둑흔하게 해줬을텐데,"Dec 26, 2021"
naver,3,106,523,1409,149,21,진짜 전개속도 개느림ㅋㅋㅋ이번화 진행된게 도대체 뭐임 하나도 없잖아 칼라반 라이볼릭이 싸우고 게이트 맞추기 직전까지 가다가 끝  싸움이 재미있으면 몰라 싸움도 노잼이고 칼라반은 쳐맞기만 하고 라이볼릭은 지혼자 말하고 공격만 하고 도대체 뭐 공방이 주고받긴 하는지 뭔지 하나도 모르겠다,"Dec 26, 2021"
naver,3,106,523,1282,105,19,신의탑 문제점1. 퇴화하는 작화 2. 잼민이가 쓴듯한 대사 3. 전쟁중인데 자꾸 재밌지도 않은 드립으로 분위기망침 4. 작화에 전혀 동화되지도않고 성의도 없는 3D 떡칠 5. 무지성으로 격려만하는 대깨신 6. 오늘 바주카포처럼 ㅈㄴ뜬금없이 항상 난감할 상황을 파훼할수있는 아이템 나옴 7. 이상한 아이템나와서  '공방에서 특수제작한~' '하이랭커도 힘든~' 붙이고 얼버무림 8. 옆집 개보다 못한 랭커들 9. 랭커들도 실시간으로 죽는 전쟁터에서 설치는 평범한 선별인원들 (밤 말고 다른애들) 10. 기존에 있던 인물들도 활용못하고 어느순간 사라지는데 이상한 캐릭터만 계속 추가함 11. 그래도 쿠키끊으니까 빡치지는 않다. 아직도 쿠키굽는사람들있으면 빨리 탈출하세요. 탈쿠키는 지능순   ,"Jan 30, 2022"
naver,3,106,523,1082,34,26,1부 대사화련: 이런짓을 해서까지 니가 별을 보고싶어하는 이유가 뭐지? 라헬: 밤이.. 무서우니까요  중의적 표현을 깔끔하게 녹여냄  3부 대사: 밤:자하드씨! 야마씨!  카라카: 비올레 가만히좀 있어라! 도원: 지우는(델리트)거야 쿤: 구독과 좋아요~  하아... 정말 뭐라 할 말이 없다... ,"Jan 30, 2022"
naver,3,106,523,1011,50,19,레파브브가 레팝파우스트 꺼내서 들 때 그냥 대충 사진 붙여넣기 한거같네 손 위치는 제대로 만든 것 같은데 무기는 공중에 둥둥 떠있음,"Dec 26, 2021"
naver,3,106,523,919,51,5,오늘화를 보고 4등에서 더 떨어질수도 있겠구나라는 생각이 들었다...,"Dec 26, 2021"
naver,3,106,523,866,49,12,노블은 막바지에 망가졌지만 신의탑은 지금 전체 스토리 절반은 왔나? 진짜 어쩌려고 이러십니까 작가님.....1년동안 쉬시면서 웹툰이 더 퇴화한거 같아요...,"Dec 26, 2021"
naver,3,106,523,827,24,22,작가님... 대포 왼손은 도저히 실드를 못치겠습니다ㅠㅠ,"Jan 30, 2022"
naver,3,106,523,604,35,12,진짜 레파브브가 레팝파우스트 든 컷에 손봐보셈ㅌㅋㅋㅋ 복붙 레전드네.. 네이버웹툰 관리자가 뭐라안하나?,"Dec 26, 2021"
naver,3,107,524,10215,76,38,ㅋㅋㅋㅋㅋㅋㅋㅋ라이볼릭 한대 처 맞아보니 안될 것 같아서 이제야 자하드 팔이하면서 입 터는 것 보소 ㅋㅋㅋㅋㅋㅋㅋㅋ 저런게 군단장이냨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"Jan 02, 2022"
naver,3,107,524,9161,142,47,와 나 근데 가주 등장하니까 또 두근거린다 나중에 쿤이랑 엔류 나올땐 ㄹㅇ 어떡함,"Jan 02, 2022"
naver,3,107,524,6521,530,100,트로이메라이랑 그래서 무슨게임하는데요,"Jan 02, 2022"
naver,3,107,524,5916,122,44,"가주는 에반켈 급의 하이랑커들도 쳐다보지도 못 할 만큼 신성한 존재로 표현이 되는데, 구스트앙은 죽음의 층에서 밤과 아이들 봤을 때 얼마나 구역질이 났을까","Jan 02, 2022"
naver,3,107,524,3787,272,20,가주급이 되니까 치트키긴하네 ㅋㅋ 등장만으로 ㄹㅇ 갑자기 개설레고 다음편도 ㅈ망할거알지만 기대댐...,"Jan 02, 2022"
naver,3,107,524,3414,91,63,마스체니가 말한 숨겨진 것은 봉인당한 유라시아 엔 자하드 공주 아닐까,"Jan 02, 2022"
naver,3,107,524,3356,131,38,로포가주:자하드의약속이다. 너희들모두 죽여주마  구스트앙:잠깐! 가주는 여기서 참견할수없다. 관리자님이 보고있다. 하지만 저 미물들로 게임을하지  로포가주: 흠...지켜봐볼까? 어떤게임이냐?  독자들:  아 ...또게임,"Jan 02, 2022"
naver,3,107,524,2614,395,61,칼라반 말한마디에 저따구로 복수 포기할꺼면 애초에 시작은 왜 한거임? 빡머가리임?,"Jan 02, 2022"
naver,3,107,524,1972,209,38,ㅋㅋㅋㅋ 가주여파로 잠시 민심 비트코인처럼 급등했지만 전투씬 또 실망스러우면 물소들처럼 까댈인간들이라는게 눈에훤히보임,"Jan 02, 2022"
naver,3,107,524,1732,235,22,하랭급 전투씬도 감당못하시는데... 이거뭐  가주급은 뭐 화면전부 하얀색으로 칠해집니까?,"Jan 02, 2022"
naver,3,107,524,1214,77,31,근데 그림체는 아무리 비판해도 어쩔 수 없는 부분이긴해 어시도 바뀌었다고 하고 그림 좀 그려본 사람들이라면 이해가 가긴 갈거임 아무리 잘그리더라도 사람마다 느낌자체가 다름 특히 잘그리는 사람들이 더 그럼 이때까지 신의탑 그 특유의 그림퀄이 워낙 인상적이었기 때문이라고 생각함 이제 작가님에게 부탁드리는건 이제 가주의 등장으로 가슴이 웅장해야할 장면들에 억지스러운 노잼개그나 게임도입하면서 룰설명하고 이런건 불필요하다고 생각됨,"Jan 02, 2022"
naver,3,107,524,1022,110,20,효과음으로 까는건 너무 억까 아님? 솔까 담화에 가주급이 싸울 때 게임한다하면 합법적으로 깔 순 있다해도 효과음 억까랑 칼라반 말 한마디에 돌아섰다는걸로 까기엔 좀; 애초에 칼라반은 자하드 군 편이 아닌 자하드 한 명만 보고 달려왔다고 말한게 몇 번인데; 억까 제발 그만 좀 가주나와서 존나 설레니까,"Jan 02, 2022"
naver,3,107,524,908,34,8,"로포비아 가주가 밤을 만났을 때 반응이 엄청 기대된다. V의 아들인걸 알아볼지, 밤을 통해 얻으려 하는게 뭔지, 그리고 로포비아의 앉아있는 자세나 탑 밖에서 온 밤이 어디있는지 물어보는 대사를 보면 자하드나 구스트앙, 하유린과는 매우 다르고 소외된듯한 분위기인데 그런 태도가 자하드의 심부름꾼이 된건지 아니면 자하드를 극복하려고 오랜 기간 동안 온갖 실험을 계속한건지 뒤 이야기가 확실히 기대되네.","Jan 02, 2022"
naver,3,107,524,885,86,62,미리보기 전부 쿠키구운 사람입니다 딱대세요 개꿀잼 시작입니다,"Feb 06, 2022"
naver,3,107,524,864,215,22,토롱토롱... 척ㅡ 척ㅡ  쿵ㅡ 쿵ㅡ  위~~~잉~~~~  휘이이이이이이잉,"Jan 02, 2022"
naver,3,108,525,10551,65,212,신의 탑 설정을 보면 10가주가 온 순간 승산은 없음그에 준하는 사람이 와야해.......,"Jan 09, 2022"
naver,3,108,525,7311,237,52,"하진성 팔 분명히 박살났다곤 했지만그정도 상처에서 회복되는 시간,  마스체니가 뒤에서 도움을 주었다면  완치도 가능성이 없는건 아니지. 마스체니가 놀랄 정도였으니.. 오히려 이제 진심으로 싸울테니까 하진성 전력을 볼 수 있는건가..!  오늘 가주 포스는 인정.. 주변을 한순간에 어둡게 만든다던가 대사의 간결함은 솔직히 옛날 감성 좀 난 것 같네요.  또 하나 떡밥은 ""여긴"" 너무 밝다는 것. 가주가 직접 이야기 한 피셜이라 나중에 큰  연관이 있을지도?","Jan 09, 2022"
naver,3,108,525,5209,72,50,로포비아 가주가 유한성이 자신의 친구가 찾는이라고 한걸 보면 역시 헨도가문인가...??,"Jan 09, 2022"
naver,3,108,525,4348,52,44,현 10가주 중에 영생 계약을 못한건 헨도 가문의 가주밖에 없으니 로 포 비아 가주가 말한 친구는 헨도가문의 가주인듯,"Jan 09, 2022"
naver,3,108,525,4246,47,31,"미물이라면서 보지도 않는 로 포 비아와 달리 친히 눈 맞추시고 직접 벌레라 칭찬도 해주시는 그는 . . . . ""포 비더 구스트앙""","Jan 09, 2022"
naver,3,108,525,2922,110,22,오랜만에 제대로 된 신의 탑을 보는듯~,"Jan 09, 2022"
naver,3,108,525,2354,38,29,오늘 봉인진에 나온 문양 1부 33화에 10가문 소개에 나오던 문양중 7번째 문양이랑 똑같네..이게 로포비아 가문 문양인건가보네..로포비아 가주가 나왔으니 이제 나올만한 인물은 가주급은 되야 될거같은데..유한성이랑 연관있을거같으니 헨도인가..,"Jan 09, 2022"
naver,3,108,525,2136,122,30,그림체 점점 깔끔해지고 2부 그림체로 돌아오는거 같음,"Jan 09, 2022"
naver,3,108,525,1709,41,27,가주 본 야스라챠 반응 보고싶다 ㅋㅋㅋㅋㅋ,"Jan 09, 2022"
naver,3,108,525,1557,42,26,"역시 가주는 차원이 다르네 말 한마디에 공간이 어두워짐 ㅎㄷㄷ,, 근데 어디에 있다가 오길래 춥고 밝다고 하는건지 개궁금하네","Jan 09, 2022"
naver,3,108,525,1412,48,20,어둡고 따듯한곳.  생명이 만들어지고 잉태되는곳.   무수한 세포와 유전자가 합을 이루는 곳.   어머니의 자궁속이다.   모함 자체가 생명체이자 산란장이라 예상되며  가주의 자세를 보아도 태아가 자궁속에 웅크리고 있듯이 빛을 피해 웅크린 자세를 유지하고 있다. 의외로 가주는 아이의 정신상태를 가지고 있지 않을까 유추해본다.,"Feb 13, 2022"
naver,3,108,525,1326,52,21,마스체니가 큰그림을 그렷네 저 봉인진을 풀기위해 밤을이쪽으로오게하기위하여 하진성납치 캬 대박..누가봉인되있는지 궁금하구만...  ,"Jan 09, 2022"
naver,3,108,525,1314,63,23,지금 판세가 딱 마스체니 자하드가 원하는데로 흐르는거 같은데... 마스체니 자하드는 지금 까지의 행보로는 반자하드인게 맞는거 같고.. 그럼 봉인된 엔 자하드의 봉인 해제 + 13월의 저주 해제 가능한 밤이 필수 조건시 되는거.. 그래서 밤을 끌어들이기 위해 자하드군과의 전면전을 하게끔 유도 한거고 중요시기에 하진성도 풀어줬고..  이제 일 전에 뿌려놓기만 해놓은 떡밥들 회수들어가는거 같아서 기대기대,"Jan 09, 2022"
naver,3,108,525,1283,71,30,이제 레파브브는 사망 확정이네 ㅋㅋㅋㅋㅋㅋㅋ가문도 배신해 군도 배신해 심지어 가주가 바로 앞에있음 ㅋㅋㅋㅋㅋ 이쁘긴 하지만 잘가라..,"Jan 09, 2022"
naver,3,108,525,1249,70,18,그리웠던 그림체가 조금씩 보인다..,"Feb 13, 2022"
naver,3,109,526,15995,56,27,야스라챠 입장에서는 베이로드 3형제가 그냥 귀여운 조카들이었네..ㅋㅋㅋ,"Jan 16, 2022"
naver,3,109,526,13820,105,36,과거 이야기 재밋긴하네;;,"Jan 16, 2022"
naver,3,109,526,7790,146,20,왜 욕하냐 난 이런게 더 재밌는제,"Jan 16, 2022"
naver,3,109,526,7480,350,81,내가 매주 신의탑보면서 느끼는점.이만화의독자들은 감정기복이 심한사람들이다  오늘하루 조금뭔가 나쁘다싶으면 매주 다르게행동하는 내성적인사람들  단순한 쇼미더럭키짱이나 외지주와는 다른부류 이분들은 정치에 깊게빠지면안될듯,"Jan 16, 2022"
naver,3,109,526,5565,83,20,"고대종, 자하드, 가주, 10가문 최상위 랭커 등장 등 중요한 장면임엔 틀림없고 둥지편 마무리하려면 어떻게든 로포비아네 비밀이나 싸움은 필수인것 같은데 고것도 못 참고 밤밤거리네..","Jan 16, 2022"
naver,3,109,526,4089,71,8,그와중에 야스라챠 죽어도 자기보다 서열은 높게 못둬서 '하인' 이라고 하는거 개웃기네 ㅋㅋㅋ 고양이는 고양이다,"Jan 16, 2022"
naver,3,109,526,3079,62,36,지난화까지도 봉인되어 있는거 엔자하드라고 독자들이 말도 안되는 소리 했었는데 이번화로 작가가 확실히 알려줬네요. 봉인되어 있는 것은 고대종들임. 왜 밤한테 로포비아한테 복수하자라고 하나 궁금했는데 친자하드인 로포비아쪽이 고대종들 사냥에 나섰었네.. 단순 과거 이야기가 아니다. 구스트앙이 말한 탑의 분열이 이번 둥지전투로 인해 더욱 전장이 넓어지게 될듯,"Jan 16, 2022"
naver,3,109,526,2972,63,54,고대종 아크리낙은 현재봉인됐고슬레어를 숙주로 삼는다. 밤을 보낸 이유가 풀렸다! 13월이 아닌 밤을 숙주로 밤 파워업이 목적임.,"Jan 16, 2022"
naver,3,109,526,2178,58,5,ㄹㅇ 이번화분량 재미 떡밥회수 완벽했다 ,"Jan 16, 2022"
naver,3,109,526,1672,79,9,재밌는데 왜들 난리냐 ,"Jan 16, 2022"
naver,3,109,526,1665,83,6,떡밥 푸는 화를 될수있으면 한꺼번에 하고싶어서 용량 개많이 넣고 그러는데 뭐가 맘에 안드는걸까? 나는 신의탑 작가님같은 분처럼 노력하시는 작가는 그닥 잘 못보겠는데 말이지...,"Jan 16, 2022"
naver,3,109,526,1578,33,15,"진짜 예전 신의탑 보는느낌이고 오늘 분량 왠만한웹툰 4,5회분량 아닌가... 솔직히 오랜팬으로써 한동안 좀 실망스럽긴했지만 이번화 스토리 그림체 분량 모든게 완벽했다고 생각됨 이거 욕할거면 그냥 보지마라 차라리","Feb 20, 2022"
naver,3,109,526,1535,40,10,라크 개떡상 각이네. 예전에 쿤 에드안이 한 말도 그렇고 자하드가 저렇게 시찰까지 할 정도로 고대종의 본래 힘이 어마어마 했던 거구나,"Jan 16, 2022"
naver,3,109,526,1416,37,5,와우 분량 장난아니고 재밌네,"Feb 20, 2022"
naver,3,109,526,1322,40,8,믿습니다 고맙습니다 잘봤습니다,"Feb 20, 2022"
naver,3,110,527,11885,97,85,첫야스씬이 동물이네ㅋㅋㅋ,"Jan 23, 2022"
naver,3,110,527,11617,46,35,신의탑 역대 최고수위,"Jan 23, 2022"
naver,3,110,527,6770,79,62,개들이 나보다 낫네,"Jan 23, 2022"
naver,3,110,527,4609,54,18,"넨넨의 대화에서 태초인(차)에 대한 떡밥도 은근 슬쩍 나왔네요. 야마와 야스라챠 과거 이야기와 더불어서 신의탑 고대 역사에 대한 얘기도 슬슬 나오는 것 같고, 신의탑 세계관 떡밥들이 더 공개됐으면 좋겠네요 ","Jan 23, 2022"
naver,3,110,527,4107,73,11,신의 탑 스토리중 가장 야한 회차인거 같다...그런걸 떠나서 과거이야기를 하는데도 분량이 많아서인지 지루하지 않고 캐릭터가 좀 더 입체적으로 느껴져서 재미있는거 같네요. ,"Jan 23, 2022"
naver,3,110,527,3519,60,29,엄청난 떡밥 나온거 같은데... 역사 이전에 탑에는 기계와 식물 밖에 없었다라... 신의탑을 외부에서 보면 꽃을 받치는 그릇. 꽃대라고도 부르는데 뭔가 관련이 있나??,"Jan 23, 2022"
naver,3,110,527,2554,76,38,아 근데 작가님이 전부터 로맨스서사 잘 쓰시긴했음 '죽음도 두렵지않은 사랑'도 레전드였는데 ㄹㅇ..,"Jan 23, 2022"
naver,3,110,527,1980,48,15,왕왕도 마지막에 가주한테 질려버려서 야스라차한테 자기 자식들만큼은 빼내달라고 한거같다.  차마 배신은 못하겠는데 자기자식마저 노예로 살지는 못하겠으니까 야스라차는 그냥 자식들 어떻게든 도망치게하려고 악역을 자처한거고.. ,"Jan 23, 2022"
naver,3,110,527,1703,46,10,"쿤이 했던 말 그대로 나오네요 ""전쟁은 민중을 희생 시켜서 더욱 크게 각인 시킨다 그래서 소모전이 중요하다"" 이게 현실이다","Jan 23, 2022"
naver,3,110,527,1297,57,34,아 근데진짜 이름이어떻게 왕왕ㅋㅋㅋㅋㅋ 미치겠다,"Jan 23, 2022"
naver,3,110,527,1242,14,5,넨넨이 '거짓말쟁이'라고 말하는 부분 개인적으로 예전 신의탑 대사 느낌 나서 좋았음..,"Feb 27, 2022"
naver,3,110,527,968,18,3,아무래도 작가님 액션이나 전투장면을 통핰 스토리전개보다는 이런 서정적인 스토리를 연출할때 더 몰입감이나 서사성을 잘 만들어내는거 같다.. 배댓 언급처럼 지옥열차 다니엘 스토리 생각이나네...,"Feb 27, 2022"
naver,3,110,527,896,20,11,배드신의탑 ,"Feb 27, 2022"
naver,3,110,527,844,126,9,베댓들 뭔가 기계가쓴것같음ㅋㅋㅋㅋㅋ,"Jan 23, 2022"
naver,3,110,527,799,38,19,"왕왕은 나시티 입다가도 돌아서면 상의 탈의고 밥 줄 땐 나시티 입고 식탁에 앉으면 상의 탈의고  넨넨은 침대 위에 반팔티 입고 있다가도 이불 들추니 흰색탑에 한꺼풀 더 벗겼나 검정탑이 또 있네요.   많이 생략 된 건지, 수정하다 더 못 한건지, 여러명이 하다 실수 한건지.   이번화처럼 자세히 집중하는 캐릭터 서정사는 신경써 주십쇼","Feb 27, 2022"
naver,3,111,528,10684,40,25,가주한테 패드립박는 넨넨좌...당신은 도대체..,"Jan 30, 2022"
naver,3,111,528,7894,55,40,사랑에 빠져서 배신했다는건 설마 아를렌이랑 V 얘기인가,"Jan 30, 2022"
naver,3,111,528,5545,68,24,"가주가 ""사랑에 빠진 자가 날 배신하는건 익숙한 일이다.""라고 하는거 보면 V랑 아를렌 이야기인거 같은데, 이전에는 로포비아랑 V, 아를렌도 사이가 괜찮았던 듯. 어쩌면 이번 둥지도 가주가 풀어주는 전개로 갈 수도 있음. ","Jan 30, 2022"
naver,3,111,528,4937,45,14,FUG를 견제하라고 했는데 지금 슬레이어임ㅋㅋㅋ,"Jan 30, 2022"
naver,3,111,528,3148,105,38,트라이 메라이가 직접 부리는 7마리의 동물이 있다는게 하나의 포인트네요,"Jan 30, 2022"
naver,3,111,528,2984,27,17,"삼촌의 입장으로써 야마, 둠, 폴마저 안죽고 멀리 떠났으면 좋겠어하는마음이 이해가 가네요 그래서 죽이지않았던거고","Jan 30, 2022"
naver,3,111,528,2274,27,12,가주 계속 쭈구리고 있던거만 보다가 일어선거 처음 봐서 그런지 생각보다 키가 크네,"Jan 30, 2022"
naver,3,111,528,2133,34,23,로퍼비이 가주가 왕왕 실험다하고 견족처단명령을 했을듯이용당한거 알고도 주인 배신하기 싫었던 왕왕은 야스라차한테 자신을 처단해달라고 부탁하고 견족이 끊기는걸 방지하려고  첫번째아들 (둠)에게는 견족의 힘을 나눠줄수있는능력 두번째아들(야마)에게는 지배받지않을 능력 셋째아들(폴)에게도 뭔 능력을 주지않았을까 그리고 야스라차는 이용만하는 로포비아 가문이 싫어서 자하드군에  스스로 입대했을수도 있을거같네요,"Jan 30, 2022"
naver,3,111,528,1972,21,19,야스라챠가 배신했다는 것도 다 거짓이네... 야스라챠는 진심으로 왕왕이랑 떠날려고 했지만 왕왕은 주인을 배신할 수 없었고 배신한걸 들켜서 어쩔 수 없이 왕왕을 포기하고 자식들이라도 살려서 내보내준 거 같음.. 물론 가주 또한 야스라챠도 같이 배신하려는 것을 알았겠지만 고양이의 사고방식이 재밌어서 놔둔듯..,"Jan 30, 2022"
naver,3,111,528,1516,19,10,야마 태어날때 컹 하는거봐 ㅋㅋㅋㅋㅋㅋㅋ,"Jan 30, 2022"
naver,3,111,528,1378,28,16,가주가 퍼그를 견제하라고 풀어줬는데야마가 퍼그의 슬레이어가 됐네 ,"Jan 30, 2022"
naver,3,111,528,1259,25,14,당연한 이야기지만 역시 고대종이라도 지금 가주에겐 어쩔수가 없는듯 고대종 보고도 넨넨보고 미물이라 하니 ㅋㅋ..  데이터 쿤 에드안이 고대종보고 엄청 세다라고 했지만   데이터처럼 성장기가 아닌 완성형인 가주한텐 그대로 미물이네..,"Jan 30, 2022"
naver,3,111,528,1154,34,12,트로이메라이 일어나니깐 포스가 좀 있긴 하네,"Jan 30, 2022"
naver,3,111,528,1143,40,13,로포비아 가주가 둥지에서 보고 왔다는 게 큰 떡밥이 될 것 같음아마 밤일행이 지금 둥지에 갇혀있어서 봉인 풀어주러 가는 애인 것 같음 자신을 이해하지 못한다고 하는 거랑 오랜만에 미물에게 느끼는 감정이었다고 하는게 큰 떡밥일 듯 괜히 나오는 장면은 절대 아닐 것 같음 ,"Jan 30, 2022"
naver,3,111,528,1075,33,14,뭐야 왜 재밌지?? 오랜만에 시간가는 줄 모르고 신의탑을 봤다,"Mar 06, 2022"
naver,3,112,529,11178,81,58,와 그러면 지금 야마 몸 안에 고대종 아크리낙 있는거야? 미쳤다 미쳤어,"Feb 06, 2022"
naver,3,112,529,10080,77,78,대충 지금까지 나온 가주들 보니까 죄다 정신병자밖에 없단 생각이 든다 ㅋㅋㅋㅋ,"Feb 06, 2022"
naver,3,112,529,7652,421,62,전투신은 개선이필요할것같고 스토리는 요새 너무좋습니다,"Feb 06, 2022"
naver,3,112,529,6219,93,74,이제와서 생각해보면 저런 가주들을 제치고랭킹 4위였던 우렉은 얼마나 강한거냐ㄷㄷ,"Feb 06, 2022"
naver,3,112,529,4148,58,39,흠... 그래서 야스라챠는 지금 누구편인거임?밤편이면 없어진 화이트자리좀 채워줘,"Feb 06, 2022"
naver,3,112,529,3896,60,29,10가주가 아니라 씹가주다 진짜 어떻게 지금까지 나온 가주들 중 정상이 없냐,"Feb 06, 2022"
naver,3,112,529,2567,69,30,"근데 아직 가주들이 많은 모습을 보여주지 않아서 잘 모르는건데 냉혈한척 하는건지 진짜 미물들을 바라보는 냉혈함인건지 잘 모르겠다 구스트앙이나 자하드를 볼 땐 정말 냉혈한 모습만 보였었는데 트로이는 자꾸 자신에대한 충성이라고 하지만 자기를 떠날까봐 두려운 모습들이 보임, 어린 자하드가 미래의 모습을 보고 작은 한 켠에 두려움이있다 했는데 가주들 전부가 자기만의 두려움을 하나씩 가지고 있는게 아닐까 트로이는 그게 자신에 대한 엇나간 사랑인거고","Feb 06, 2022"
naver,3,112,529,2435,45,22,좀 정신병자같은 가주인데 솔직히 밤이 탑을 바꿔야한다는 정당성을 주려면 가주들이 계속 정신병자같은 행동을 보여줘야됨 ,"Feb 06, 2022"
naver,3,112,529,1540,49,23,아크리낙이 야마 몸에 있으면 지금 봉인되어 있는건 누구지...??,"Feb 06, 2022"
naver,3,112,529,1469,45,9,"""너 지금 내가 집착 쩌는 고양이라고 생각하는거지?"" 개웃기네ㅋㅋㅋㅋ 본인도 알고있는거냐고ㅋㅋㅋ","Feb 06, 2022"
naver,3,112,529,1454,42,12,10가주들은 확실히 오랜 삶을 살아서 그런가?  나사가 빠져있네 ,"Feb 06, 2022"
naver,3,112,529,1434,13,10,구스트앙 처음에 나왔을때 싸이코같았는데 지금은 제일 정상인같네 ㄹㅇㅋㅋ,"Mar 13, 2022"
naver,3,112,529,1335,41,7,가주들의 포스있는 모습 나올수록 우렉이 얼마나 강한지 느껴진다,"Feb 06, 2022"
